,reviews,date,reviewer_name,location,ratings,start_time,end_time,agent
0,"It was a pleasure having Jark as our agent. As first time home buyers it can be intimidating jumping into the market, but his exceptional expertise really made things so much simpler for us. He was very patient with us bringing us to numerous viewings over an entire year, which was much appreciated. We loved all the connections he shared with us and the people he introduced us to to help us with all the matters of purchasing a home. This really made the whole process a lot smoother than we thought it would be. We hope to continue our relationship for many years to come and now consider him a friend.","18 April, 2021",Hannes Doornaert,,5.0,2021-06-17 15:38:28.060703,2021-06-17 15:38:30.928064,"Jark Krysinski *PREC, TeamYVR Real Estate Agents"
1,"Professional and extremely helpful, great experience working with Jark. Assisted with demonstrations, paperwork, insurance and move in. The type of agent that if I have a question in the future I am sure I can reach out.","07 March, 2021",Nathan Hiebert," British Columbia, Canada",5.0,2021-06-17 15:38:28.060703,2021-06-17 15:38:30.928064,"Jark Krysinski *PREC, TeamYVR Real Estate Agents"
2,Jark is available 24/7 always ready to help we have spent many hours days and months looking for appropriate properties and Jark has been very patient,"06 November, 2020",Rustom D," British Columbia, Canada",5.0,2021-06-17 15:38:28.060703,2021-06-17 15:38:30.928064,"Jark Krysinski *PREC, TeamYVR Real Estate Agents"
3,"I have known Jark for several years now. Although we made only one deal together, he was always there whenever I needed his input or advice on the real estate market trends. Jark is a passionate professional agent, and at the same time friendly and personable. He values his profession and puts his clients needs first. I am glad I met Jark, and I am looking forward to doing more deals together. Best, Mourad M.","27 October, 2020",Mor Mac,,5.0,2021-06-17 15:38:28.060703,2021-06-17 15:38:30.928064,"Jark Krysinski *PREC, TeamYVR Real Estate Agents"
4,"Jark was great from start to finish,knowing that he was working for me felt comfortable, and I would get the right price thank you very much,look forward to working with Jark again 😀👍","14 July, 2020",Anthony Wilson," Coquitlam, British Columbia, Canada",5.0,2021-06-17 15:38:28.060703,2021-06-17 15:38:30.928064,"Jark Krysinski *PREC, TeamYVR Real Estate Agents"
5,"Jark was very professional and easy to work with. He is knowledgeable and well connected in the real estate world. I would not hesitate to contact Jark again in the future if I am looking to buy, or sell.","30 April, 2020",Michael Lussier," Nanaimo, British Columbia, Canada",5.0,2021-06-17 15:38:28.060703,2021-06-17 15:38:30.928064,"Jark Krysinski *PREC, TeamYVR Real Estate Agents"
6,Jark is an amazing realtor. He is very professional and extremely caring about all clients. He is also very knowledgeable about the business and his advice is trustworthy! Thank you for your amazing service Jark!,"01 November, 2019",Sanya Salehani,,5.0,2021-06-17 15:38:28.060703,2021-06-17 15:38:30.928064,"Jark Krysinski *PREC, TeamYVR Real Estate Agents"
7,Jark has made the process very easy as a first time home-buyer. He is very accessible and diligent in making sure our needs are met. Jark was also extremely knowledgeable and transparent with us. He is willing to spend any free time he has to communicate with this clients.,"22 September, 2019",Daniel Ng,,5.0,2021-06-17 15:38:28.060703,2021-06-17 15:38:30.928064,"Jark Krysinski *PREC, TeamYVR Real Estate Agents"
8,"Working with Jark has been an absolute pleasure. He is very knowledgeable about the market and has done extensive research to meet our needs. He is very efficient and helped us to complete the purchase of our home without much issue. From beginning to end, Jark has walked us through every step of the way, often going out of his way to lend us a hand. What is more, is that he is not focused simply on the sale but a long lasting professional relationship that really looks at what is best for our family. I would definitely recommend Jark to anyone who is looking to purchase or sell a home. One of the best.","12 September, 2019",Ivan Lo," Coquitlam, British Columbia, Canada",5.0,2021-06-17 15:38:28.060703,2021-06-17 15:38:30.928064,"Jark Krysinski *PREC, TeamYVR Real Estate Agents"
9,"Jark is very patient and took the time to fully answer any questions we had throughout the entire process, making it very clear. He is very knowledgable, experienced, and well connected! Working with Jark is an entirely new experience and I would recommend him to anyone looking for an agent - whatever your real estate needs may be. Thanks Jark","15 August, 2019",Tony Nguyen,,5.0,2021-06-17 15:38:28.060703,2021-06-17 15:38:30.928064,"Jark Krysinski *PREC, TeamYVR Real Estate Agents"
10,"Jark, was a friendly professional helped me find an awesome apartment with reasonable price. If I ever want to move I would be looking for his help :)","14 August, 2019",Anudeep Sharma Marupaka," British Columbia, Canada",5.0,2021-06-17 15:38:28.060703,2021-06-17 15:38:30.928064,"Jark Krysinski *PREC, TeamYVR Real Estate Agents"
11,Thorough and detail oriented real estate agent with a great knowledge of negotiation and market. Was able to explain in detail to myself and aging parents who were nervous about real estate in Canada. Relatable to non-resident clients from India (Mumbai) and able to build trust quickly with decision makers. Would certainly recommend to others.,"13 July, 2019",P. Gill, HOWE ST.,5.0,2021-06-17 15:38:28.060703,2021-06-17 15:38:30.928064,"Jark Krysinski *PREC, TeamYVR Real Estate Agents"
12,"My sister Jenny and I needed to sell our property in Marpole a few years ago and we were introduced to Jark and his team by one of our friends. We didn't know what to ask. We knew we needed to sell in that area and we really wanted to move to downtown to be closer to international schools and a cooking school my sister wanted to attend. It was our first time to Sell a property in Canada. Jark and his team were able to guide us and bridge our ignorance and show us their business is built on mutual trust and absolute transparency. This was very different than working with so many asian professionals. We did not hesitate for a minute and we are so so glad we listened to our friends' advice. Dear Jark, thank you for selling and helping us buy our new home, we are so relieved.","27 June, 2019",Harry Hamilton," VANCOUVER, BC",5.0,2021-06-17 15:38:28.060703,2021-06-17 15:38:30.928064,"Jark Krysinski *PREC, TeamYVR Real Estate Agents"
13,My mom and I met with Jark in early 2012. We had some great down to earth conversations about real estate and asked him to help us find a professional to help us relocate from Saskatchewan. He not only had some great experts to help us sell but when it came to moving back to Vancouver after nearly 20 years of being away was such a refreshing experience. We were overjoyed to meet a man who took our mom’s preferences to heart while find a great value she could call home in Downtown Vancouver. Thanks for everyone Jark.,"12 June, 2019",Mich Conners," Vancouver, British Columbia, Canada",5.0,2021-06-17 15:38:28.060703,2021-06-17 15:38:30.928064,"Jark Krysinski *PREC, TeamYVR Real Estate Agents"
14,My wife met Jark at a charitable event and spoke to me about their instant connection. We needed help with a property issue and he was super super helpful despite it not being a business transaction for him. Over some time we came to rely on his expertise and his advice proved very fruitful for us. Shortly later we retained him for some real estate transactions and he was an excellent fit for us. We've come to refer him to a number of our friends and hope this review serves the same purpose. Keep doing what you are doing Jark!,"11 June, 2019",J. Basser," Burnaby, British Columbia, Canada",5.0,2021-06-17 15:38:28.060703,2021-06-17 15:38:30.928064,"Jark Krysinski *PREC, TeamYVR Real Estate Agents"
15,"I remember when Jark helped us sell our home. He was strongly recommended to us by one of our best friend's and mentors in Vancouver and this was enough for us. We were just outside of Horseshoe Bay and had seldomly used the property as a vacation property over the last few years. Suffice to say it needed some TLC. Jark opened his rolodex of landscapers, stagers, renovators, septic tank service people, and in no time... we were listed and quickly sold. It was a treat to have someone take the reins and get a job done! We were so glad to have one less thing to thing about it and so glad to call him a friend! I write this review because my husband and I would recommend Jark in a heartbeat.","11 June, 2019",P. Kennedy, LIONS BAY,5.0,2021-06-17 15:38:28.060703,2021-06-17 15:38:30.928064,"Jark Krysinski *PREC, TeamYVR Real Estate Agents"
